sr_number,raw_address,house,direction,street_name,street_type,address_key
SR19-02724863,6500 S CICERO AVE,6500,S,CICERO,AVE,6500 S CICERO AVE
SR21-00502238,859 N WOOD ST,859,N,WOOD,ST,859 N WOOD ST
SR20-04394288,8700 S WESTERN AVE,8700,S,WESTERN,AVE,8700 S WESTERN AVE
SR20-04472805,1619 E 86TH ST,1619,E,86TH,ST,1619 E 86TH ST
SR20-04457691,3845 S STATE ST,3845,S,STATE,ST,3845 S STATE ST
SR20-05371201,731 E 105TH PL,731,E,105TH,PL,731 E 105TH PL
SR20-05332972,10843 S G,10843,S,G,,10843 S G
SR19-02346118,945 E 52ND ST,945,E,52ND,ST,945 E 52ND ST
SR21-01471010,2158 W GRAND AVE,2158,W,GRAND,AVE,2158 W GRAND AVE
SR19-02718625,6500 S CICERO AVE,6500,S,CICERO,AVE,6500 S CICERO AVE
SR19-02428542,338 N AVERS AVE,338,N,AVERS,AVE,338 N AVERS AVE
SR19-02812143,151 N MICHIGAN AVE,151,N,MICHIGAN,AVE,151 N MICHIGAN AVE
SR19-02478515,5001 W POLK ST,5001,W,POLK,ST,5001 W POLK ST
SR22-00084538,8201 S PAULINA ST,8201,S,PAULINA,ST,8201 S PAULINA ST
SR19-02867894,5626 S GREEN ST,5626,S,GREEN,ST,5626 S GREEN ST
SR21-00781424,2816 S HOMAN AVE,2816,S,HOMAN,AVE,2816 S HOMAN AVE
SR21-00393833,350 N ORLEANS ST,350,N,ORLEANS,ST,350 N ORLEANS ST
SR20-04977404,430 E 44TH ST,430,E,44TH,ST,430 E 44TH ST
SR22-01863491,3604 W GEORGE ST,3604,W,GEORGE,ST,3604 W GEORGE ST
SR20-04834661,5342 W ROSCOE ST,5342,W,ROSCOE,ST,5342 W ROSCOE ST
SR23-00673262,840 W EASTWOOD AVE,840,W,EASTWOOD,AVE,840 W EASTWOOD AVE
SR20-04219915,1046 W 31ST PL,1046,W,31ST,PL,1046 W 31ST PL
SR20-04381646,5817 s albany Chicago IL,5817,S,ALBANY CHICAGO IL,,5817 S ALBANY CHICAGO IL
SR21-00179038,5033 N ELSTON AVE,5033,N,ELSTON,AVE,5033 N ELSTON AVE
SR21-01166202,,,,,,
SR20-04512938,316 E 87TH ST,316,E,87TH,ST,316 E 87TH ST
SR21-01801098,1659 W 33RD ST,1659,W,33RD,ST,1659 W 33RD ST
SR19-02521873,10432 S PULASKI RD,10432,S,PULASKI,RD,10432 S PULASKI RD
SR20-04361994,1038 N RIDGEWAY AVE,1038,N,RIDGEWAY,AVE,1038 N RIDGEWAY AVE
SR20-04903938,1629 N AVERS AVE,1629,N,AVERS,AVE,1629 N AVERS AVE
SR23-00315629,4620 S DAMEN AVE,4620,S,DAMEN,AVE,4620 S DAMEN AVE
SR20-04990009,6712 S PARNELL AVE,6712,S,PARNELL,AVE,6712 S PARNELL AVE
SR22-01352474,3600 N LAMON AVE,3600,N,LAMON,AVE,3600 N LAMON AVE
SR20-04596484,5310 W DIVISION ST,5310,W,DIVISION,ST,5310 W DIVISION ST
SR22-01407277,3028 N LONG AVE,3028,N,LONG,AVE,3028 N LONG AVE
SR21-01250804,4149 N MAPLEWOOD AVE,4149,N,MAPLEWOOD,AVE,4149 N MAPLEWOOD AVE
SR20-05642482,2822 W 25TH ST,2822,W,25TH,ST,2822 W 25TH ST
SR19-02090234,2426 W PRATT BLVD,2426,W,PRATT,BLVD,2426 W PRATT BLVD
SR20-04279425,7713 W DEVON AVE,7713,W,DEVON,AVE,7713 W DEVON AVE
SR21-01450149,2734 W NORTH AVE,2734,W,NORTH,AVE,2734 W NORTH AVE
SR22-00389187,707 W WILLOW ST,707,W,WILLOW,ST,707 W WILLOW ST
SR20-04303486,7415 S DANTE AVE,7415,S,DANTE,AVE,7415 S DANTE AVE
SR22-00043422,,,,,,
SR21-00726105,1921 W GRACE ST,1921,W,GRACE,ST,1921 W GRACE ST
SR21-00434664,13320 S CARONDOLET AVE,13320,S,CARONDOLET,AVE,13320 S CARONDOLET AVE
SR23-00129008,1343 N CLEVELAND AVE,1343,N,CLEVELAND,AVE,1343 N CLEVELAND AVE
SR20-05243144,321 E KENSINGTON AVE,321,E,KENSINGTON,AVE,321 E KENSINGTON AVE
SR20-05089859,,,,,,
SR21-00675513,5358 N NEVA AVE,5358,N,NEVA,AVE,5358 N NEVA AVE
SR22-01299560,5306 N NAGLE AVE,5306,N,NAGLE,AVE,5306 N NAGLE AVE
SR19-02829790,11601 W TOUHY AVE,11601,W,TOUHY,AVE,11601 W TOUHY AVE
SR21-00402931,4234 W 26TH ST,4234,W,26TH,ST,4234 W 26TH ST
SR22-00012713,1069 N HERMITAGE AVE,1069,N,HERMITAGE,AVE,1069 N HERMITAGE AVE
SR20-04322226,10337 S KEDZIE AVE,10337,S,KEDZIE,AVE,10337 S KEDZIE AVE
SR22-00931496,6415 S KEDZIE AVE,6415,S,KEDZIE,AVE,6415 S KEDZIE AVE
SR21-01030609,4624 S ELLIS AVE,4624,S,ELLIS,AVE,4624 S ELLIS AVE
SR20-05480040,3145 S WELLS ST,3145,S,WELLS,ST,3145 S WELLS ST
SR21-01665386,10505 S E,10505,S,E,,10505 S E
SR19-02686681,4624 W LAWRENCE AVE,4624,W,LAWRENCE,AVE,4624 W LAWRENCE AVE
SR22-00671301,2858 N ELSTON AVE,2858,N,ELSTON,AVE,2858 N ELSTON AVE
SR21-01036440,1113 W 104TH ST,1113,W,104TH,ST,1113 W 104TH ST
SR21-01124061,1862 N HOYNE AVE,1862,N,HOYNE,AVE,1862 N HOYNE AVE
SR20-04751629,10653 S MAY ST,10653,S,MAY,ST,10653 S MAY ST
SR23-00410646,5125 S KENWOOD AVE,5125,S,KENWOOD,AVE,5125 S KENWOOD AVE
SR21-01344355,1330 W MADISON ST,1330,W,MADISON,ST,1330 W MADISON ST
SR20-04689954,6148 N MILWAUKEE AVE,6148,N,MILWAUKEE,AVE,6148 N MILWAUKEE AVE
SR20-05265485,1758 W 19TH ST,1758,W,19TH,ST,1758 W 19TH ST
SR20-05658702,2045 W 18TH PL,2045,W,18TH,PL,2045 W 18TH PL
SR19-02843945,607 W 105TH ST,607,W,105TH,ST,607 W 105TH ST
SR21-01338949,10147 S YALE AVE,10147,S,YALE,AVE,10147 S YALE AVE
SR22-00173578,2532 W ARGYLE ST,2532,W,ARGYLE,ST,2532 W ARGYLE ST
SR21-01048751,1913 N HARLEM AVE,1913,N,HARLEM,AVE,1913 N HARLEM AVE
SR22-00412421,5352 S ROCKWELL ST,5352,S,ROCKWELL,ST,5352 S ROCKWELL ST
SR22-00504758,2827 N CLARK ST,2827,N,CLARK,ST,2827 N CLARK ST
SR22-01765679,5137 S KOSTNER AVE,5137,S,KOSTNER,AVE,5137 S KOSTNER AVE
SR20-05071382,1313 W RANDOLPH ST,1313,W,RANDOLPH,ST,1313 W RANDOLPH ST
SR22-00934159,2938 W WILCOX ST,2938,W,WILCOX,ST,2938 W WILCOX ST
SR22-01527579,7752 S EVANS AVE,7752,S,EVANS,AVE,7752 S EVANS AVE
SR20-05469229,6212 N WHIPPLE ST,6212,N,WHIPPLE,ST,6212 N WHIPPLE ST
SR20-05368916,3415 W HIRSCH ST,3415,W,HIRSCH,ST,3415 W HIRSCH ST
SR21-01138456,1752 N SAYRE AVE,1752,N,SAYRE,AVE,1752 N SAYRE AVE
SR23-00064565,1745 W PIERCE AVE,1745,W,PIERCE,AVE,1745 W PIERCE AVE
SR22-01349926,8355 S PULASKI RD,8355,S,PULASKI,RD,8355 S PULASKI RD
SR22-00541279,455 W 28TH ST,455,W,28TH,ST,455 W 28TH ST
SR20-05077147,5255 N CLARK ST,5255,N,CLARK,ST,5255 N CLARK ST
SR23-00377252,2250 W OHIO ST,2250,W,OHIO,ST,2250 W OHIO ST
SR21-02084861,8900 S WESTERN AVE,8900,S,WESTERN,AVE,8900 S WESTERN AVE
SR19-01821617,,,,,,
SR23-00469721,2200 W CARMEN AVE,2200,W,CARMEN,AVE,2200 W CARMEN AVE
SR19-02041497,1701 N MOODY AVE,1701,N,MOODY,AVE,1701 N MOODY AVE
SR19-01351974,7401 W IRVING PARK RD,7401,W,IRVING PARK,RD,7401 W IRVING PARK RD
SR22-00724715,3312 S BELL AVE,3312,S,BELL,AVE,3312 S BELL AVE
SR22-01949957,1531 N WELLS ST,1531,N,WELLS,ST,1531 N WELLS ST
SR22-01726888,,,,,,
SR19-01441857,4600 S LAFLIN ST,4600,S,LAFLIN,ST,4600 S LAFLIN ST
SR21-00684260,7715 S SOUTH SHORE DR,7715,S,SOUTH SHORE,DR,7715 S SOUTH SHORE DR
SR19-02816630,8115 S KIMBARK AVE,8115,S,KIMBARK,AVE,8115 S KIMBARK AVE
SR22-00687521,6405 N OZANAM AVE,6405,N,OZANAM,AVE,6405 N OZANAM AVE
SR19-02256047,1330 W NORTH AVE,1330,W,NORTH,AVE,1330 W NORTH AVE
SR20-04689214,2539 W DEVON AVE,2539,W,DEVON,AVE,2539 W DEVON AVE
SR22-00854804,642 E 90TH PL,642,E,90TH,PL,642 E 90TH PL
SR21-01781780,746 N DRAKE AVE,746,N,DRAKE,AVE,746 N DRAKE AVE
SR24-00674816,6309 N LE MAI AVE,6309,N,LE MAI,AVE,6309 N LE MAI AVE
SR19-02664489,720 S LAFLIN ST,720,S,LAFLIN,ST,720 S LAFLIN ST
SR22-01913796,2449 N LOREL AVE,2449,N,LOREL,AVE,2449 N LOREL AVE
SR22-01707486,1721 N MILWAUKEE AVE,1721,N,MILWAUKEE,AVE,1721 N MILWAUKEE AVE
SR23-00296723,1434 W THORNDALE AVE,1434,W,THORNDALE,AVE,1434 W THORNDALE AVE
SR22-01660610,6758 S PERRY AVE,6758,S,PERRY,AVE,6758 S PERRY AVE
SR20-04217383,5101 S MCVICKER AVE,5101,S,MCVICKER,AVE,5101 S MCVICKER AVE
SR23-00099475,11337 S J,11337,S,J,,11337 S J
SR24-01868727,10335 S HOXIE AVE,10335,S,HOXIE,AVE,10335 S HOXIE AVE
SR22-02002541,2357 W 95TH ST,2357,W,95TH,ST,2357 W 95TH ST
SR21-01438503,3550 W 63RD PL,3550,W,63RD,PL,3550 W 63RD PL
SR23-00598827,1012 W 18TH ST,1012,W,18TH,ST,1012 W 18TH ST
SR20-04516170,4131 W 69TH ST,4131,W,69TH,ST,4131 W 69TH ST
SR19-02268529,3632 N PANAMA AVE,3632,N,PANAMA,AVE,3632 N PANAMA AVE
SR22-01731640,2449 N LOREL AVE,2449,N,LOREL,AVE,2449 N LOREL AVE
SR21-02235151,1453 E 83RD ST,1453,E,83RD,ST,1453 E 83RD ST
SR22-01660918,1338 W WINONA ST,1338,W,WINONA,ST,1338 W WINONA ST
SR22-01791157,2909 E 78TH ST,2909,E,78TH,ST,2909 E 78TH ST
SR25-00819683,5000 W EDDY ST,5000,W,EDDY,ST,5000 W EDDY ST
SR20-05602056,2658 E 94TH ST,2658,E,94TH,ST,2658 E 94TH ST
SR20-03454731,8815 S LOOMIS ST,8815,S,LOOMIS,ST,8815 S LOOMIS ST
SR21-02166352,817 W CERMAK RD,817,W,CERMAK,RD,817 W CERMAK RD
SR23-01295571,712 W 50TH ST,712,W,50TH,ST,712 W 50TH ST
SR19-02582997,3016 N TROY ST,3016,N,TROY,ST,3016 N TROY ST
SR22-00633697,,,,,,
SR24-01778087,2756 N PINE GROVE AVE,2756,N,PINE GROVE,AVE,2756 N PINE GROVE AVE
SR22-01326443,4756 N DOVER ST,4756,N,DOVER,ST,4756 N DOVER ST
SR21-01375775,5820 N SHERIDAN RD,5820,N,SHERIDAN,RD,5820 N SHERIDAN RD
SR23-00489184,2830 S LOWE AVE,2830,S,LOWE,AVE,2830 S LOWE AVE
SR20-04406202,3661 N ELSTON AVE,3661,N,ELSTON,AVE,3661 N ELSTON AVE
SR21-01286469,1854 S DRAKE AVE,1854,S,DRAKE,AVE,1854 S DRAKE AVE
SR22-00663218,1758 E 79TH ST,1758,E,79TH,ST,1758 E 79TH ST
SR21-01438115,3140 W OGDEN AVE,3140,W,OGDEN,AVE,3140 W OGDEN AVE
SR20-05335845,4151 W SCHOOL ST,4151,W,SCHOOL,ST,4151 W SCHOOL ST
SR21-00224321,1440 S INDIANA AVE,1440,S,INDIANA,AVE,1440 S INDIANA AVE
SR22-01087696,4738 S ADA ST,4738,S,ADA,ST,4738 S ADA ST
SR21-00593814,2426 W PRATT BLVD,2426,W,PRATT,BLVD,2426 W PRATT BLVD
SR22-00040084,641 W ALDINE AVE,641,W,ALDINE,AVE,641 W ALDINE AVE
SR21-01151606,806 S LOOMIS ST,806,S,LOOMIS,ST,806 S LOOMIS ST
SR22-00848931,12300 S HALSTED ST,12300,S,HALSTED,ST,12300 S HALSTED ST
SR20-04483513,41 W 87TH ST,41,W,87TH,ST,41 W 87TH ST
SR23-00516595,2220 W CORTEZ ST,2220,W,CORTEZ,ST,2220 W CORTEZ ST
SR23-00502154,626 S CLARK ST,626,S,CLARK,ST,626 S CLARK ST
SR22-01577227,2346 W 19TH ST,2346,W,19TH,ST,2346 W 19TH ST
SR21-00959657,4559 W 47TH ST,4559,W,47TH,ST,4559 W 47TH ST
SR19-01372821,3645 W 24TH ST,3645,W,24TH,ST,3645 W 24TH ST
SR23-00822147,1735 W BRYN MAWR AVE,1735,W,BRYN MAWR,AVE,1735 W BRYN MAWR AVE
SR20-03452802,1335 W TOUHY AVE,1335,W,TOUHY,AVE,1335 W TOUHY AVE
SR21-00242691,432 E 89TH ST,432,E,89TH,ST,432 E 89TH ST
SR22-00521839,4704 S CICERO AVE,4704,S,CICERO,AVE,4704 S CICERO AVE
SR20-05071607,6152 S TROY ST,6152,S,TROY,ST,6152 S TROY ST
SR22-00078044,5421 S MICHIGAN AVE,5421,S,MICHIGAN,AVE,5421 S MICHIGAN AVE
SR21-01030933,4624 S ELLIS AVE,4624,S,ELLIS,AVE,4624 S ELLIS AVE
SR21-02231501,3832 W FULTON ST,3832,W,FULTON,ST,3832 W FULTON ST
SR20-04998124,2149 W 76TH PL,2149,W,76TH,PL,2149 W 76TH PL
SR21-01729527,4236 W 77TH PL,4236,W,77TH,PL,4236 W 77TH PL
SR21-00510492,3956 W NORTH AVE,3956,W,NORTH,AVE,3956 W NORTH AVE
SR21-01009832,7019 W BERWYN AVE,7019,W,BERWYN,AVE,7019 W BERWYN AVE
SR21-01482789,830 W 119TH ST,830,W,119TH,ST,830 W 119TH ST
SR21-02106109,8432 W CATALPA AVE,8432,W,CATALPA,AVE,8432 W CATALPA AVE
SR20-04903354,3510 W 73RD ST,3510,W,73RD,ST,3510 W 73RD ST
SR23-01767653,5012 N WINTHROP AVE,5012,N,WINTHROP,AVE,5012 N WINTHROP AVE
SR24-02114035,55 W 77TH ST,55,W,77TH,ST,55 W 77TH ST
SR21-02139094,5421 N EAST RIVER RD,5421,N,EAST RIVER,RD,5421 N EAST RIVER RD
SR22-01429900,1215 W 81ST ST,1215,W,81ST,ST,1215 W 81ST ST
SR23-00581475,3262 S PAULINA ST,3262,S,PAULINA,ST,3262 S PAULINA ST
SR21-00669527,4858 N DRAKE AVE,4858,N,DRAKE,AVE,4858 N DRAKE AVE
SR22-01098684,1111 W LAKE ST,1111,W,LAKE,ST,1111 W LAKE ST
SR22-00435381,869 W BUENA AVE,869,W,BUENA,AVE,869 W BUENA AVE
SR22-01273824,3801 W CHICAGO AVE,3801,W,CHICAGO,AVE,3801 W CHICAGO AVE
SR25-00934139,10543 S MORGAN ST,10543,S,MORGAN,ST,10543 S MORGAN ST
SR22-01115161,1842 W WAVELAND AVE,1842,W,WAVELAND,AVE,1842 W WAVELAND AVE
SR25-00822072,3842 N LAMON AVE,3842,N,LAMON,AVE,3842 N LAMON AVE
SR25-00007024,3084 S LOCK ST,3084,S,LOCK,ST,3084 S LOCK ST
SR23-01754449,5012 N WINTHROP AVE,5012,N,WINTHROP,AVE,5012 N WINTHROP AVE
SR21-02209468,2827 N BROADWAY,2827,N,BROADWAY,,2827 N BROADWAY
SR20-04346142,1302 W 110TH PL,1302,W,110TH,PL,1302 W 110TH PL
SR21-02080951,7443 S COLES AVE,7443,S,COLES,AVE,7443 S COLES AVE
SR21-01889245,6732 S CHAPPEL AVE,6732,S,CHAPPEL,AVE,6732 S CHAPPEL AVE
SR23-00732965,4147 N BROADWAY,4147,N,BROADWAY,,4147 N BROADWAY
SR22-01201314,7801 S SOUTH SHORE DR,7801,S,SOUTH SHORE,DR,7801 S SOUTH SHORE DR
SR23-00273305,4147 N BROADWAY,4147,N,BROADWAY,,4147 N BROADWAY
SR22-01441021,869 W BUENA AVE,869,W,BUENA,AVE,869 W BUENA AVE
SR21-01520316,6012 S MAJOR AVE,6012,S,MAJOR,AVE,6012 S MAJOR AVE
SR21-01778648,2234 N MILWAUKEE AVE,2234,N,MILWAUKEE,AVE,2234 N MILWAUKEE AVE
SR22-00861688,636 N ORLEANS ST,636,N,ORLEANS,ST,636 N ORLEANS ST
SR22-01660826,5421 N EAST RIVER RD,5421,N,EAST RIVER,RD,5421 N EAST RIVER RD
SR23-00093241,429 N GREEN ST,429,N,GREEN,ST,429 N GREEN ST
SR20-04662467,4917 N KENMORE AVE,4917,N,KENMORE,AVE,4917 N KENMORE AVE
SR22-01482865,869 W BUENA AVE,869,W,BUENA,AVE,869 W BUENA AVE
SR23-00093279,429 N GREEN ST,429,N,GREEN,ST,429 N GREEN ST
SR22-01510988,869 W BUENA AVE,869,W,BUENA,AVE,869 W BUENA AVE
SR21-01893439,5534 N MARMORA AVE,5534,N,MARMORA,AVE,5534 N MARMORA AVE
SR22-01319964,1226 N HAMLIN AVE,1226,N,HAMLIN,AVE,1226 N HAMLIN AVE
SR21-00914197,8700 S WESTERN AVE,8700,S,WESTERN,AVE,8700 S WESTERN AVE
SR23-01042244,,,,,,
SR22-01436874,869 W BUENA AVE,869,W,BUENA,AVE,869 W BUENA AVE
SR19-01084094,6100 N glenlake AVE,6100,N,GLENLAKE,AVE,6100 N GLENLAKE AVE
SR21-00841837,5146 S MAJOR AVE,5146,S,MAJOR,AVE,5146 S MAJOR AVE
SR21-00159537,2923 N MULLIGAN AVE,2923,N,MULLIGAN,AVE,2923 N MULLIGAN AVE
SR22-00902668,869 W BUENA AVE,869,W,BUENA,AVE,869 W BUENA AVE
SR19-02529811,11800 S OAKLEY AVE,11800,S,OAKLEY,AVE,11800 S OAKLEY AVE
SR22-00673737,656 E 88TH PL,656,E,88TH,PL,656 E 88TH PL
SR23-00045120,850 W NORTH AVE,850,W,NORTH,AVE,850 W NORTH AVE
SR21-01225733,829 N LONG AVE,829,N,LONG,AVE,829 N LONG AVE
SR22-01508776,869 W BUENA AVE,869,W,BUENA,AVE,869 W BUENA AVE
SR21-00430225,37 E 100TH ST,37,E,100TH,ST,37 E 100TH ST
SR21-01685102,10300 S PULASKI RD,10300,S,PULASKI,RD,10300 S PULASKI RD
SR23-00093217,429 N GREEN ST,429,N,GREEN,ST,429 N GREEN ST
SR21-00290397,3727 W EDDY ST,3727,W,EDDY,ST,3727 W EDDY ST
SR22-00753905,525 W HAWTHORNE PL,525,W,HAWTHORNE,PL,525 W HAWTHORNE PL
SR22-01552212,869 W BUENA AVE,869,W,BUENA,AVE,869 W BUENA AVE
SR19-02605094,6901 S BELL AVE,6901,S,BELL,AVE,6901 S BELL AVE
SR22-01566505,869 W BUENA AVE,869,W,BUENA,AVE,869 W BUENA AVE
SR22-00157133,6639 S KENWOOD AVE,6639,S,KENWOOD,AVE,6639 S KENWOOD AVE
SR21-01290731,300 S WACKER DR,300,S,WACKER,DR,300 S WACKER DR
SR23-00777239,370 E 89TH PL,370,E,89TH,PL,370 E 89TH PL
SR22-01551930,869 W BUENA AVE,869,W,BUENA,AVE,869 W BUENA AVE
SR19-01390714,1823 W BELMONT AVE,1823,W,BELMONT,AVE,1823 W BELMONT AVE
SR19-01174722,3100 S HAMLIN AVE,3100,S,HAMLIN,AVE,3100 S HAMLIN AVE
SR24-00993780,3506 W 72ND PL,3506,W,72ND,PL,3506 W 72ND PL
SR22-01566514,869 W BUENA AVE,869,W,BUENA,AVE,869 W BUENA AVE
SR22-01574165,869 W BUENA AVE,869,W,BUENA,AVE,869 W BUENA AVE
SR22-01599802,1845 N TRIPP AVE,1845,N,TRIPP,AVE,1845 N TRIPP AVE
SR22-01878241,8837 S WABASH AVE,8837,S,WABASH,AVE,8837 S WABASH AVE
SR19-01343414,6421 N WESTERN AVE,6421,N,WESTERN,AVE,6421 N WESTERN AVE
SR21-00730859,6049 S MULLIGAN AVE,6049,S,MULLIGAN,AVE,6049 S MULLIGAN AVE
SR20-04646031,3305 N OZARK AVE,3305,N,OZARK,AVE,3305 N OZARK AVE
SR21-01986999,1520 W FULTON ST,1520,W,FULTON,ST,1520 W FULTON ST
SR19-01927093,2600 W GLENLAKE AVE,2600,W,GLENLAKE,AVE,2600 W GLENLAKE AVE
SR19-01205267,120000 W DOTY RD,120000,W,DOTY,RD,120000 W DOTY RD
SR19-00100307,10721 S LOOMIS ST,10721,S,LOOMIS,ST,10721 S LOOMIS ST
SR21-01722002,6470 W NORTH AVE,6470,W,NORTH,AVE,6470 W NORTH AVE
SR22-00092801,406 S KOLMAR AVE,406,S,KOLMAR,AVE,406 S KOLMAR AVE
SR21-02204007,1250 W 102ND PL,1250,W,102ND,PL,1250 W 102ND PL
SR19-01863074,4041 N MONTICELLO AVE,4041,N,MONTICELLO,AVE,4041 N MONTICELLO AVE
SR22-00083436,406 S KOLMAR AVE,406,S,KOLMAR,AVE,406 S KOLMAR AVE
SR21-01701740,3346 W LEXINGTON ST,3346,W,LEXINGTON,ST,3346 W LEXINGTON ST
SR19-02169578,5036 W QUINCY ST,5036,W,QUINCY,ST,5036 W QUINCY ST
SR22-01574923,3839 W 80TH PL,3839,W,80TH,PL,3839 W 80TH PL
SR21-01242763,5344 W EDDY ST,5344,W,EDDY,ST,5344 W EDDY ST
SR20-04332178,1330 W 112TH ST,1330,W,112TH,ST,1330 W 112TH ST
SR21-00593306,3508 N SHEFFIELD AVE,3508,N,SHEFFIELD,AVE,3508 N SHEFFIELD AVE
SR22-02057622,3435 W 105TH PL,3435,W,105TH,PL,3435 W 105TH PL
SR21-00155083,701 W ERIE ST,701,W,ERIE,ST,701 W ERIE ST
SR22-01281664,,,,,,
SR22-01448149,8111 S KEDZIE AVE,8111,S,KEDZIE,AVE,8111 S KEDZIE AVE
SR23-00199924,7030 S CREGIER AVE,7030,S,CREGIER,AVE,7030 S CREGIER AVE
SR25-01539543,2456 W 48TH ST,2456,W,48TH,ST,2456 W 48TH ST
SR23-00076500,3201 W LAKE ST,3201,W,LAKE,ST,3201 W LAKE ST
SR22-01397214,869 W BUENA AVE,869,W,BUENA,AVE,869 W BUENA AVE
SR22-00235352,501 W 64TH ST,501,W,64TH,ST,501 W 64TH ST
SR23-00475319,4401 W 81ST PL,4401,W,81ST,PL,4401 W 81ST PL
SR22-00954144,6726 S KOLIN AVE,6726,S,KOLIN,AVE,6726 S KOLIN AVE
SR22-01548559,9119 S CLYDE AVE,9119,S,CLYDE,AVE,9119 S CLYDE AVE
SR22-01006096,9001 S WESTERN AVE,9001,S,WESTERN,AVE,9001 S WESTERN AVE
SR21-01041286,2825 W MORSE AVE,2825,W,MORSE,AVE,2825 W MORSE AVE
SR19-01801251,6251 S ABERDEEN ST,6251,S,ABERDEEN,ST,6251 S ABERDEEN ST
SR23-00783423,4878 N BROADWAY,4878,N,BROADWAY,,4878 N BROADWAY
SR22-02056516,4107 N WHIPPLE ST,4107,N,WHIPPLE,ST,4107 N WHIPPLE ST
SR23-00632117,2424 S CANAL ST,2424,S,CANAL,ST,2424 S CANAL ST
SR21-00356428,3026 W 42ND ST,3026,W,42ND,ST,3026 W 42ND ST
SR22-00249112,2326 N MAJOR AVE,2326,N,MAJOR,AVE,2326 N MAJOR AVE
SR25-01848017,10621 S G,10621,S,G,,10621 S G
SR23-01825584,6331 S KOLIN AVE,6331,S,KOLIN,AVE,6331 S KOLIN AVE
SR20-04504027,3337 N PAGE AVE,3337,N,PAGE,AVE,3337 N PAGE AVE
SR24-01123952,6710 S MAY ST,6710,S,MAY,ST,6710 S MAY ST
SR21-02125590,100 E 14TH ST,100,E,14TH,ST,100 E 14TH ST
SR24-01206112,4010 S ELLIS AVE,4010,S,ELLIS,AVE,4010 S ELLIS AVE
SR21-01124678,3622 W 85TH PL,3622,W,85TH,PL,3622 W 85TH PL
SR22-01977577,632 N DEARBORN ST,632,N,DEARBORN,ST,632 N DEARBORN ST
SR22-01315798,869 W BUENA AVE,869,W,BUENA,AVE,869 W BUENA AVE
SR21-02212175,6728 S CHAPPEL AVE,6728,S,CHAPPEL,AVE,6728 S CHAPPEL AVE
SR20-05427479,5020 W BYRON ST,5020,W,BYRON,ST,5020 W BYRON ST
SR22-01208369,869 W BUENA AVE,869,W,BUENA,AVE,869 W BUENA AVE
SR22-00500529,2301 W DEVON AVE,2301,W,DEVON,AVE,2301 W DEVON AVE
SR22-01300242,869 W BUENA AVE,869,W,BUENA,AVE,869 W BUENA AVE
SR20-04743406,4314 S KEDZIE AVE,4314,S,KEDZIE,AVE,4314 S KEDZIE AVE
SR22-00990970,869 W BUENA AVE,869,W,BUENA,AVE,869 W BUENA AVE
SR25-01996389,,,,,,
SR21-00886104,1746 N LUNA AVE,1746,N,LUNA,AVE,1746 N LUNA AVE
SR22-01344763,869 W BUENA AVE,869,W,BUENA,AVE,869 W BUENA AVE
SR19-01194452,W  AVE,,,,,
SR22-01137151,122 E 123RD ST,122,E,123RD,ST,122 E 123RD ST
SR22-00238012,4332 W HADDON AVE,4332,W,HADDON,AVE,4332 W HADDON AVE
SR19-03231621,6332 N WAYNE AVE,6332,N,WAYNE,AVE,6332 N WAYNE AVE
SR20-04697501,5411 W QUINCY ST,5411,W,QUINCY,ST,5411 W QUINCY ST
SR21-00989562,3007 N WHIPPLE ST,3007,N,WHIPPLE,ST,3007 N WHIPPLE ST
SR21-00979580,5935 S ELIZABETH ST,5935,S,ELIZABETH,ST,5935 S ELIZABETH ST
SR22-01243832,869 W BUENA AVE,869,W,BUENA,AVE,869 W BUENA AVE
SR22-01176001,869 W BUENA AVE,869,W,BUENA,AVE,869 W BUENA AVE
SR22-00497840,100 E 103RD ST,100,E,103RD,ST,100 E 103RD ST
SR25-00988127,7858 S CICERO AVE,7858,S,CICERO,AVE,7858 S CICERO AVE
SR22-01142493,869 W BUENA AVE,869,W,BUENA,AVE,869 W BUENA AVE
SR19-01368548,8727 S MANISTEE AVE,8727,S,MANISTEE,AVE,8727 S MANISTEE AVE
SR24-01390005,5217 W MONTANA ST,5217,W,MONTANA,ST,5217 W MONTANA ST
SR24-00624973,327 N AVERS AVE,327,N,AVERS,AVE,327 N AVERS AVE
SR22-01350455,869 W BUENA AVE,869,W,BUENA,AVE,869 W BUENA AVE
SR22-01159386,869 W BUENA AVE,869,W,BUENA,AVE,869 W BUENA AVE
SR23-00589031,,,,,,
SR22-01038879,869 W BUENA AVE,869,W,BUENA,AVE,869 W BUENA AVE
SR24-00616748,327 N AVERS AVE,327,N,AVERS,AVE,327 N AVERS AVE
SR22-01908348,800 W RANDOLPH ST,800,W,RANDOLPH,ST,800 W RANDOLPH ST
SR21-02054406,1608 W GRACE ST,1608,W,GRACE,ST,1608 W GRACE ST
SR19-01092755,N  AVE,,,,,
SR22-01317772,869 W BUENA AVE,869,W,BUENA,AVE,869 W BUENA AVE
SR22-00856908,2659 N MASON AVE,2659,N,MASON,AVE,2659 N MASON AVE
SR22-01248717,869 W BUENA AVE,869,W,BUENA,AVE,869 W BUENA AVE
SR25-00906891,1847 W 47TH ST,1847,W,47TH,ST,1847 W 47TH ST
SR22-01200494,869 W BUENA AVE,869,W,BUENA,AVE,869 W BUENA AVE
